 StrtDate:08-03-2025 StrtTime:12:57:44 EndDate :08-08-2025 EndTime :18:48:05 MN Converter:CMS-MNG-E Units   :07 Records :007549 Cycle:060
 Adres:51, Attr:OC, Modl:PUMY-P36/48NKMU1(-BS), Serial No:REDACTED, Ver:550000, SubVer:000000, Capa: 200, Modl:03,TypeCode:D6h,SubNo:  ,Group No:-,Branch No:-, UnitInfo:01_80,02_80,03_80,04_80,05_80,06_80,
 Adres:1, Attr:IC, Modl:F/P, Serial No:REDACTED, Ver:036602, SubVer:FFFFFF, Capa:  16, Modl:FF,TypeCode:70h,SubNo:  ,Group No:-,Branch No:0, UnitInfo:33_83,
 Adres:2, Attr:IC, Modl:F/P, Serial No:REDACTED, Ver:105301, SubVer:FFFFFF, Capa:   5, Modl:FF,TypeCode:70h,SubNo:  ,Group No:-,Branch No:0, UnitInfo:33_83,
 Adres:3, Attr:IC, Modl:F/P, Serial No:REDACTED, Ver:105301, SubVer:FFFFFF, Capa:  10, Modl:FF,TypeCode:70h,SubNo:  ,Group No:-,Branch No:0, UnitInfo:33_83,
 Adres:4, Attr:IC, Modl:PAC-MK*BC, Serial No:REDACTED, Ver:140000, SubVer:FFFFFF, Capa:   5, Modl:FF,TypeCode:92h,SubNo:  ,Group No:-,Branch No:0, UnitInfo:33_83,
 Adres:5, Attr:IC, Modl:PAC-MK*BC, Serial No:REDACTED, Ver:140000, SubVer:FFFFFF, Capa:   5, Modl:FF,TypeCode:92h,SubNo:  ,Group No:-,Branch No:0, UnitInfo:33_83,
 Adres:6, Attr:IC, Modl:F/P, Serial No:REDACTED, Ver:105604, SubVer:FFFFFF, Capa:   6, Modl:FF,TypeCode:70h,SubNo:  ,Group No:-,Branch No:0, UnitInfo:33_83,
  , , ,OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),IC(001),IC(001),IC(001),IC(001),IC(002),IC(002),IC(002),IC(002),IC(003),IC(003),IC(003),IC(003),IC(004),IC(004),IC(004),IC(004),IC(005),IC(005),IC(005),IC(005),IC(006),IC(006),IC(006),IC(006),
8/3/2025,18:37:26,340, 28.6, 39.6, 64.1,  9.3, 32.9, 67.0,357.0,115.2, 1360, 140, 11.4, 10.0,OFF ,Cooling, 25.5,  6.5,  2.9, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  2.6, 13.0,556.0, 480,  44,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,22,5, 187,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 22.5,  6.6, 11.3,Cool ON, 23.0,  7.1, 18.2,Stop, 22.5, 22.4, 22.8,Stop, 21.2, 18.0, 18.5,Cool OFF, 25.5, 23.0, 23.0,Stop, 22.5, 17.8, 18.5,Stop,
8/3/2025,18:38:26,341, 28.2, 39.1, 64.8, 10.5, 32.9, 67.0,357.0,113.8, 1359, 140, 11.4, 10.0,OFF ,Cooling, 25.5,  6.5,  3.3, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  2.6, 13.2,556.0, 480,  44,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,22,5, 187,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 22.5,  6.3, 11.3,Cool ON, 23.0,  7.5, 18.2,Stop, 22.5, 22.4, 22.8,Stop, 21.2, 18.0, 18.5,Cool OFF, 25.5, 23.0, 23.0,Stop, 22.5, 17.8, 18.5,Stop,
8/3/2025,18:39:26,342, 30.3, 41.1, 65.9, 11.3, 33.3, 67.0,367.0,113.8, 1406, 140, 11.4, 10.0,OFF ,Cooling, 25.5,  6.5,  3.0, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  2.8, 13.3,555.0, 480,  42,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,22,5, 187,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 22.5,  6.5, 11.2,Cool ON, 23.0,  7.1, 18.2,Stop, 22.5, 22.4, 22.8,Stop, 21.2, 18.0, 18.5,Cool OFF, 25.5, 23.0, 23.0,Stop, 22.5, 17.8, 18.5,Stop,
8/3/2025,18:40:26,343, 30.7, 41.5, 67.1, 11.7, 33.3, 67.3,371.2,113.8, 1419, 140, 11.4, 10.0,OFF ,Cooling, 25.5,  6.5,  2.1, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  2.8, 13.5,555.0, 480,  42,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,22,5, 187,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 22.5,  6.6, 11.2,Cool ON, 23.5,  7.1, 18.2,Stop, 22.5, 22.4, 22.8,Stop, 21.2, 18.5, 19.0,Cool OFF, 25.5, 23.0, 23.0,Stop, 22.5, 17.8, 18.5,Stop,
8/3/2025,18:41:26,344, 31.6, 42.0, 68.4, 11.7, 33.7, 67.8,371.2,115.2, 1433, 142, 11.4, 10.0,OFF ,Cooling, 25.5,  6.5,  1.5, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  2.8, 13.4,556.0, 480,  42,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,22,5, 187,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 22.5,  6.6, 11.1,Cool ON, 23.0,  6.7, 18.2,Stop, 22.5, 22.4, 22.8,Stop, 21.7, 18.5, 19.0,Cool ON, 25.5, 23.0, 23.0,Stop, 22.5, 18.2, 18.5,Stop,
8/3/2025,18:42:26,345, 31.6, 37.7, 69.5,  5.6, 33.7, 67.6,374.1,108.1, 2119, 196, 11.4, 10.0,OFF ,Cooling, 25.5,  9.0,  5.2, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  4.0, 14.3,553.0, 480,  42,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,32,6, 188,  60,  60, 177,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 22.5,  5.7, 10.9,Cool ON, 23.0,  7.5, 18.2,Stop, 22.5, 22.4, 22.8,Stop, 21.7,  7.0, 17.0,Cool ON, 25.5, 23.0, 23.0,Stop, 22.5, 18.2, 18.5,Stop,
8/3/2025,18:43:26,346, 31.6, 36.4, 69.5,  9.7, 33.7, 67.0,359.8,113.8, 1885, 191, 11.4, 10.0,OFF ,Cooling, 25.5,  9.0,  7.2, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  3.6, 13.5,555.0, 480,  42,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,30,6, 183,  60,  60, 174,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 22.5,  6.7,  9.9,Cool ON, 23.0,  8.3, 18.2,Stop, 22.5, 22.4, 22.8,Stop, 21.2,  7.5,  7.5,Cool ON, 25.5, 23.0, 23.0,Stop, 22.5, 18.2, 18.9,Stop,
8/3/2025,18:44:26,347, 36.8, 39.6, 67.3, 11.3, 33.7, 66.0,349.9,120.9, 1324, 147, 11.4, 10.0,OFF ,Cooling, 25.5,  9.0,  3.4, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  2.6, 12.8,557.0, 480,   5,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,21,6, 182,  60,  60, 172,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 22.5,  7.9, 11.5,Cool ON, 23.0,  7.9, 18.2,Stop, 22.5, 22.4, 22.8,Stop, 21.2,  8.5,  8.5,Cool ON, 25.5, 23.0, 23.0,Stop, 22.5, 18.2, 18.9,Stop,
8/3/2025,18:45:26,348, 38.7, 39.6, 65.3,  8.1, 33.7, 64.8,349.9,122.3, 1270, 142, 11.4, 10.0,OFF ,Cooling, 25.5,  9.0,  1.6, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  2.4, 12.6,557.0, 480,   5,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,21,6, 182,  60,  60, 172,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 22.5,  8.0, 12.2,Cool ON, 23.0,  7.9, 18.2,Stop, 22.5, 22.4, 22.8,Stop, 21.0,  8.5,  8.5,Cool ON, 25.5, 23.0, 23.0,Stop, 22.5, 18.2, 18.9,Stop,
8/3/2025,18:46:26,349, 32.9, 39.6, 63.6,  8.9, 33.3, 63.7,345.6,125.2, 1253, 146, 11.4, 10.0,OFF ,Cooling, 25.5,  9.0,  2.1, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  2.4, 12.7,560.0, 480,  42,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,21,6, 182,  60,  60, 172,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 22.5,  8.3, 12.3,Cool ON, 23.0,  8.3, 18.2,Stop, 22.5, 22.4, 22.8,Stop, 21.0,  9.0,  8.5,Cool ON, 25.5, 23.0, 23.0,Stop, 22.5, 18.2, 18.9,Stop,
8/3/2025,18:47:26,350, 30.3, 37.3, 62.8,  8.9, 33.3, 62.7,338.5,126.6, 1230, 147, 11.4, 10.0,OFF ,Cooling, 25.5,  9.0,  3.1, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  2.4, 12.5,558.0, 480,  42,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,21,6, 182,  60,  60, 172,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 22.5,  8.8, 12.7,Cool ON, 23.0,  8.3, 18.2,Stop, 22.5, 22.4, 22.8,Stop, 20.7,  9.0,  9.0,Cool ON, 25.5, 23.0, 23.0,Stop, 22.5, 18.2, 18.9,Stop,
8/3/2025,18:48:26,351, 30.7, 37.3, 61.8,  9.7, 32.9, 62.0,342.8,125.2, 1248, 146,  9.2, 10.0,OFF ,Cooling, 25.5,  9.0,  3.5, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  2.4, 12.7,559.0, 480,  42,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,21,6, 182,  60,  60, 172,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 22.5,  8.7, 12.6,Cool ON, 23.0,  8.7, 17.8,Stop, 22.5, 22.4, 22.8,Stop, 20.7,  9.0,  9.0,Cool ON, 25.5, 23.0, 23.0,Stop, 22.5, 18.2, 18.9,Stop,
8/3/2025,18:49:26,352, 35.0, 35.9, 62.0,  8.9, 33.3, 61.9,349.9,126.6, 1208, 140,  9.2, 10.0,OFF ,Cooling, 25.5,  6.5,  4.8, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  2.4, 12.7,559.0, 480,  42,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,20,5, 267,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 22.5,  9.6,  9.5,Cool ON, 23.0,  9.1, 17.8,Stop, 22.5, 22.4, 22.8,Stop, 20.7, 10.0, 10.5,Cool OFF, 25.5, 23.0, 23.0,Stop, 22.5, 18.2, 18.9,Stop,
8/3/2025,18:50:26,353, 36.8, 35.5, 62.4,  8.1, 33.3, 62.7,349.9,123.7, 1354, 152,  4.4, 10.0,OFF ,Cooling, 25.5,  6.5,  6.6, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  2.6, 13.0,558.0, 480,  55,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,22,5, 258,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 22.5,  9.4,  9.1,Cool ON, 23.0,  8.7, 17.8,Stop, 22.5, 22.4, 22.8,Stop, 20.7, 14.0, 14.0,Cool OFF, 25.5, 23.0, 23.0,Stop, 22.5, 18.2, 18.9,Stop,
8/3/2025,18:51:26,354, 32.9, 35.9, 62.8,  6.9, 33.3, 63.8,371.2,118.1, 1839, 186,  4.4, 10.0,OFF ,Cooling, 25.5,  6.5,  7.7, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  3.6, 13.9,556.0, 480,  82,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,28,5, 264,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 22.5,  8.7,  8.0,Cool ON, 23.0,  8.7, 17.8,Stop, 22.5, 22.4, 22.8,Stop, 20.7, 15.0, 15.0,Cool OFF, 25.5, 23.0, 23.0,Stop, 23.0, 18.2, 18.9,Stop,
8/3/2025,18:52:26,355, 34.6, 37.7, 64.3,  6.0, 33.3, 65.1,381.2,115.2, 2013, 193, 10.3, 10.0,OFF ,Cooling, 25.5,  6.5,  7.9, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  3.8, 14.0,552.0, 480,  91,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,30,5, 270,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 22.5,  8.1,  7.4,Cool ON, 23.0,  8.7, 17.8,Stop, 22.5, 22.4, 22.8,Stop, 21.0, 16.0, 16.0,Cool OFF, 25.5, 23.0, 23.0,Stop, 22.5, 18.2, 18.9,Stop,
8/3/2025,18:53:26,356, 34.6, 39.6, 65.1,  5.6, 33.3, 66.4,371.2,113.8, 1970, 191, 10.3, 10.0,OFF ,Cooling, 25.5,  6.5,  6.1, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  3.6, 13.7,557.0, 480,  91,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,30,5, 250,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 22.5,  7.5,  6.9,Cool ON, 23.0,  9.1, 17.8,Stop, 22.5, 22.4, 22.8,Stop, 21.0, 16.0, 16.0,Cool OFF, 25.5, 23.0, 23.0,Stop, 22.5, 18.2, 18.9,Stop,
